pert_id	pert_iname	Toxicity
BRD-A69960130	bromocriptine	NO_Toxicity
BRD-K56957086	dacinostat	YES_Toxicity
BRD-K55191674	benzylpenicillin	NO_Toxicity
BRD-K51805276	temefos	YES_Toxicity
BRD-K31792052	pifithrin	NO_Toxicity
BRD-K74236984	UNC-0321	NO_Toxicity
BRD-K27665173	D-64406	YES_Toxicity
BRD-K76810206	nicergoline	NO_Toxicity
BRD-K56745457	azauridine	NO_Toxicity
BRD-A55946879	BW-B70C	YES_Toxicity
BRD-A60070924	alpha-estradiol	NO_Toxicity
BRD-K59851896	calycanthine	NO_Toxicity
BRD-K46556543	potassium-canrenoate	NO_Toxicity
BRD-K64610608	EMF-BCA1-57	NO_Toxicity
BRD-A91699651	chloroquine	NO_Toxicity
BRD-K75532464	FTI-276	NO_Toxicity
BRD-K87919739	tyrphostin-AG-825	NO_Toxicity
BRD-A31159102	fluoxetine	YES_Toxicity
BRD-K37080523	isoreserpine	YES_Toxicity
BRD-K46766488	S-14506	NO_Toxicity
BRD-K70281171	U-99194	YES_Toxicity
BRD-K61314889	endo-IWR-1	NO_Toxicity
BRD-A68888262	azelastine	YES_Toxicity
BRD-K95899059	LY-344864	NO_Toxicity
BRD-K15108141	gemcitabine	NO_Toxicity
BRD-A29289453	PCA-4248	NO_Toxicity
BRD-K49448285	bisindolylmaleimide	NO_Toxicity
BRD-K84663978	trequinsin	NO_Toxicity
BRD-K81521265	dicyclohexylurea	NO_Toxicity
BRD-K97799481	theophylline	YES_Toxicity
BRD-K19507340	megestrol	NO_Toxicity
BRD-K61401890	deguelin	YES_Toxicity
BRD-K68867920	quetiapine	NO_Toxicity
BRD-K19687926	lapatinib	YES_Toxicity
BRD-K19796430	sonidegib	NO_Toxicity
BRD-K06221026	DUP-697	NO_Toxicity
BRD-K55591206	epigallocatechin-gallate-(-)	NO_Toxicity
BRD-K35531059	molsidomine	NO_Toxicity
BRD-K23383398	T-0901317	NO_Toxicity
BRD-K39670393	amthamine	NO_Toxicity
BRD-K63913457	eicosatrienoic-acid	NO_Toxicity
BRD-K10670311	sulfasalazine	NO_Toxicity
BRD-K78294846	osthol	NO_Toxicity
BRD-K18574842	nafcillin	NO_Toxicity
BRD-K41713976	E-4031	YES_Toxicity
BRD-K74501079	azithromycin	NO_Toxicity
BRD-K22009844	phenprobamate	NO_Toxicity
BRD-K63195589	tipifarnib	NO_Toxicity
BRD-K08619838	tremorine	YES_Toxicity
BRD-A30435184	metergoline	NO_Toxicity
BRD-K87048468	RS-102221	NO_Toxicity
BRD-K66296774	fluvastatin	NO_Toxicity
BRD-K96271548	coumaric-acid	NO_Toxicity
BRD-A04706586	bucladesine	NO_Toxicity
BRD-K94270326	ecopipam	YES_Toxicity
BRD-K58938839	cyclopamine	NO_Toxicity
BRD-K86727142	embelin	NO_Toxicity
BRD-A02710418	meptazinol	YES_Toxicity
BRD-K82255054	propofol	NO_Toxicity
BRD-A54845972	dihydroergotamine	NO_Toxicity
BRD-K15567136	papaverine	YES_Toxicity
BRD-A90799790	isradipine	YES_Toxicity
BRD-K14204120	ranitidine	YES_Toxicity
BRD-K24023109	diltiazem	YES_Toxicity
BRD-K83322645	L-693403	YES_Toxicity
BRD-K12184916	NVP-BEZ235	NO_Toxicity
BRD-A67862938	naftidrofuryl	NO_Toxicity
BRD-K67445247	flurofamide	NO_Toxicity
BRD-K15196155	IBC-293	NO_Toxicity
BRD-A17453586	MDL-72832	NO_Toxicity
BRD-A31374339	fludarabine	YES_Toxicity
BRD-A41995253	brucine	YES_Toxicity
BRD-K34581968	BMS-536924	NO_Toxicity
BRD-K58772419	AZD-6482	NO_Toxicity
BRD-K07117950	imperatorin	NO_Toxicity
BRD-K10466330	AVA	NO_Toxicity
BRD-K93460210	lamotrigine	YES_Toxicity
BRD-K86204871	terconazole	NO_Toxicity
BRD-A63894585	clobetasol	NO_Toxicity
BRD-K06712146	YM-90709	NO_Toxicity
BRD-K80738081	resveratrol	NO_Toxicity
BRD-A75368507	demeclocycline	NO_Toxicity
BRD-A30590053	MR-16728	NO_Toxicity
BRD-A84389633	tropanyl-3,5-dimethylbenzoate	YES_Toxicity
BRD-A98702003	carbenoxolone	NO_Toxicity
BRD-K19605405	ZM-241385	NO_Toxicity
BRD-K63343048	orlistat	NO_Toxicity
BRD-K08619574	thioproperazine	NO_Toxicity
BRD-K41143549	N20C	NO_Toxicity
BRD-K83988098	alvespimycin	YES_Toxicity
BRD-K79092138	nitrofural	YES_Toxicity
BRD-A83326220	brazilin	NO_Toxicity
BRD-K53318339	vinpocetine	NO_Toxicity
BRD-A62809825	thapsigargin	YES_Toxicity
BRD-K37848908	ceforanide	NO_Toxicity
BRD-K36153907	KU-C103885	YES_Toxicity
BRD-K05653692	DL-PDMP	NO_Toxicity
BRD-K85402309	dovitinib	NO_Toxicity
BRD-A62035778	scopolamine	YES_Toxicity
BRD-K01292756	pimozide	NO_Toxicity
BRD-A66199457	asiaticoside	NO_Toxicity
BRD-K27351809	nomegestrol-acetate	NO_Toxicity
BRD-K40645748	mefloquine	NO_Toxicity
BRD-K49657628	tyrphostin-AG-18	NO_Toxicity
BRD-A34208323	VU-0404997-2	NO_Toxicity
BRD-K62982419	cilomilast	NO_Toxicity
BRD-K33453211	levocabastine	NO_Toxicity
BRD-K79425933	benperidol	NO_Toxicity
BRD-K59753975	vindesine	YES_Toxicity
BRD-K63430059	methoxsalen	NO_Toxicity
BRD-K84595254	strophanthidin	YES_Toxicity
BRD-A97730597	hexylcaine	NO_Toxicity
BRD-K28863208	PNU-282987	NO_Toxicity
BRD-A78377521	monastrol	NO_Toxicity
BRD-K18779551	bifemelane	NO_Toxicity
BRD-K06926592	tretinoin	NO_Toxicity
BRD-K95885906	quercetagetin	NO_Toxicity
BRD-K75641298	metoclopramide	YES_Toxicity
BRD-K59574735	ubenimex	NO_Toxicity
BRD-K95309561	dienestrol	NO_Toxicity
BRD-A82656074	naltrindole	NO_Toxicity
BRD-A41941932	vitexin	NO_Toxicity
BRD-K33483813	actarit	NO_Toxicity
BRD-K83144676	olmesartan	YES_Toxicity
BRD-K13533483	cyclosporin-a	NO_Toxicity
BRD-K11853856	PJ-34	NO_Toxicity
BRD-K42125900	docetaxel	NO_Toxicity
BRD-K23913458	coumarin	YES_Toxicity
BRD-K09186807	KIN001-244	NO_Toxicity
BRD-K04146668	GW-441756	NO_Toxicity
BRD-K92138166	mammea-a	NO_Toxicity
BRD-K32412559	morphothebaine	NO_Toxicity
BRD-K64755930	etazolate	NO_Toxicity
BRD-K26674531	GR-235	NO_Toxicity
BRD-K67174588	toremifene	NO_Toxicity
BRD-K49807096	benazepril	NO_Toxicity
BRD-K92731339	perindopril	NO_Toxicity
BRD-A19661776	mianserin	YES_Toxicity
BRD-K96670504	lonidamine	NO_Toxicity
BRD-A26711594	nicardipine	YES_Toxicity
BRD-K89375097	pirenzepine	NO_Toxicity
BRD-K90027355	spironolactone	NO_Toxicity
BRD-K25905511	buddleoflavonoloside	NO_Toxicity
BRD-K05434375	HA-1004	NO_Toxicity
BRD-K13646352	midostaurin	NO_Toxicity
BRD-K60923938	veratridine	YES_Toxicity
BRD-A53576514	orphenadrine	YES_Toxicity
BRD-A47065382	huperzine-a	YES_Toxicity
BRD-K71860425	CDK2-5-inhibitor	NO_Toxicity
BRD-A12016240	LY-278584	NO_Toxicity
BRD-K85518562	cilastatin	NO_Toxicity
BRD-K81876028	CP-93129	YES_Toxicity
BRD-A11609859	SB-205607	NO_Toxicity
BRD-K74141488	naftifine	NO_Toxicity
BRD-K81473089	tacrine	YES_Toxicity
BRD-A74269027	isoxsuprine	YES_Toxicity
BRD-K04111260	raclopride	NO_Toxicity
BRD-K68488863	ENMD-2076	NO_Toxicity
BRD-K15834839	lobendazole	YES_Toxicity
BRD-K66766661	17-beta-estradiol	NO_Toxicity
BRD-K67868012	PI-103	NO_Toxicity
BRD-K74117820	nelfinavir	NO_Toxicity
BRD-A73680854	PT-630	NO_Toxicity
BRD-K83597974	pargyline	YES_Toxicity
BRD-K99818283	PIK-90	NO_Toxicity
BRD-K93188295	ARC-239	NO_Toxicity
BRD-K46212057	voriconazole	NO_Toxicity
BRD-K05977823	tenovin-1	NO_Toxicity
BRD-K61496577	flumetasone	NO_Toxicity
BRD-K22385716	LY-303511	YES_Toxicity
BRD-K41051431	mecillinam	NO_Toxicity
BRD-A77299732	salubrinal	NO_Toxicity
BRD-K50495309	SRC-kinase-inhibitor-I	YES_Toxicity
BRD-K82823076	Ro-15-4513	NO_Toxicity
BRD-K17896185	FIT	NO_Toxicity
BRD-K20986251	lithocholic-acid	NO_Toxicity
BRD-K08703257	3-amino-benzamide	NO_Toxicity
BRD-A51820102	econazole	NO_Toxicity
BRD-K68246049	TTNPB	NO_Toxicity
BRD-K79366068	PSB-069	NO_Toxicity
BRD-A56987319	SQ-22536	NO_Toxicity
BRD-A39290993	cyproterone	NO_Toxicity
BRD-A28422058	L-689560	NO_Toxicity
BRD-A96882008	L-732138	NO_Toxicity
BRD-A79672927	tropicamide	NO_Toxicity
BRD-A36066264	estradiol-benzoate	NO_Toxicity
BRD-K32744045	disulfiram	YES_Toxicity
BRD-K68077509	brucine	YES_Toxicity
BRD-K09537769	NU-7026	NO_Toxicity
BRD-K47539947	tetradecylthioacetic-acid	NO_Toxicity
BRD-K35483542	alitretinoin	NO_Toxicity
BRD-K18619710	digoxigenin	YES_Toxicity
BRD-K04833372	GSK-1904529A	NO_Toxicity
BRD-A24191444	ifenprodil	YES_Toxicity
BRD-K47693913	evoxine	NO_Toxicity
BRD-K77998258	ganglioside	YES_Toxicity
BRD-A92670106	tocainide	NO_Toxicity
BRD-K46018455	bezafibrate	NO_Toxicity
BRD-K99922388	DPO-1	NO_Toxicity
BRD-A55369275	CGP-54626	NO_Toxicity
BRD-K70883034	nimetazepam	YES_Toxicity
BRD-A80641450	FR-139317	NO_Toxicity
BRD-A18579359	wiskostatin	YES_Toxicity
BRD-A69512159	carbidopa	NO_Toxicity
BRD-K52721684	PCO-400	NO_Toxicity
BRD-K07507905	BRL-37344	NO_Toxicity
BRD-K23566484	nilutamide	YES_Toxicity
BRD-K05181463	L-741626	YES_Toxicity
BRD-K43236057	polydatin	NO_Toxicity
BRD-K59419204	AM-281	YES_Toxicity
BRD-A77349281	RK-682	NO_Toxicity
BRD-K56343971	vemurafenib	NO_Toxicity
BRD-A64092382	mexiletine	YES_Toxicity
BRD-K02590140	O-2050	NO_Toxicity
BRD-K79684402	Ro-10-5824	NO_Toxicity
BRD-K27499107	carbacyclin	NO_Toxicity
BRD-K62206109	VUF-5681	NO_Toxicity
BRD-K53878242	MMPX	YES_Toxicity
BRD-K15522385	cinanserin	NO_Toxicity
BRD-K81855038	roxatidine-acetate	NO_Toxicity
BRD-A13133631	fluorometholone	NO_Toxicity
BRD-K82143716	flucytosine	YES_Toxicity
BRD-K50388907	fenofibrate	NO_Toxicity
BRD-A77722753	hydralazine	YES_Toxicity
BRD-A66927094	nemonapride	NO_Toxicity
BRD-K69932463	AZD-8055	NO_Toxicity
BRD-K63874012	thioperamide	NO_Toxicity
BRD-A04327189	synephrine	NO_Toxicity
BRD-K70557564	zosuquidar	NO_Toxicity
BRD-K47943470	tyrphostin-51	YES_Toxicity
BRD-A45889380	mepacrine	NO_Toxicity
BRD-K49865102	PD-0325901	NO_Toxicity
BRD-M47793593	picrotoxin	NO_Toxicity
BRD-K97399794	quercetin	YES_Toxicity
BRD-K63265447	docetaxel	NO_Toxicity
BRD-K84566043	fenpiverinium	NO_Toxicity
BRD-K09499853	KU-0060648	YES_Toxicity
BRD-K46068882	eugenitol	YES_Toxicity
BRD-A65280694	molindone	YES_Toxicity
BRD-K06014311	DH-97	YES_Toxicity
BRD-K42679050	Y-27152	NO_Toxicity
BRD-A01787639	naftopidil	NO_Toxicity
BRD-A60274948	bromocriptine	NO_Toxicity
BRD-A78303415	hyoscyamine	YES_Toxicity
BRD-K70301876	escitalopram	NO_Toxicity
BRD-K07265709	dexrazoxane	NO_Toxicity
BRD-K82688027	RG-13022	NO_Toxicity
BRD-A93000692	ciglitazone	NO_Toxicity
BRD-K73109821	diazoxide	NO_Toxicity
BRD-K51465424	ritodrine	NO_Toxicity
BRD-K18678457	ZD-7288	NO_Toxicity
BRD-A63836183	PD-123319	NO_Toxicity
BRD-K06902185	minoxidil	NO_Toxicity
BRD-K86434416	selegiline	NO_Toxicity
BRD-A63998256	helveticoside	NO_Toxicity
BRD-K40530731	hyoscyamine	YES_Toxicity
BRD-K06895174	cisapride	NO_Toxicity
BRD-K90333595	phentolamine	NO_Toxicity
BRD-K50866992	tropisetron	YES_Toxicity
BRD-K59637651	NSC-119889	NO_Toxicity
BRD-K32906660	bis-tyrphostin	NO_Toxicity
BRD-K70976396	cefoxitin	NO_Toxicity
BRD-K95202259	ML-3163	NO_Toxicity
BRD-K78084463	W-12	NO_Toxicity
BRD-K95851186	CGP-13501	NO_Toxicity
BRD-K18250272	propoxycaine	YES_Toxicity
BRD-K24656285	farnesol	NO_Toxicity
BRD-K17294426	clebopride	YES_Toxicity
BRD-A44090213	indoprofen	YES_Toxicity
BRD-K66876909	linezolid	NO_Toxicity
BRD-K98143437	SB-239063	NO_Toxicity
BRD-K06159959	CCMQ	NO_Toxicity
BRD-A83237092	fulvestrant	NO_Toxicity
BRD-A94413429	NTNCB	NO_Toxicity
BRD-K89595132	chlorphenamine	YES_Toxicity
BRD-K74430258	1,2-dichlorobenzene	YES_Toxicity
BRD-K10098805	rhapontin	NO_Toxicity
BRD-K12994359	valdecoxib	NO_Toxicity
BRD-K47631482	bromhexine	NO_Toxicity
BRD-K67511046	naloxone	NO_Toxicity
BRD-K33204703	AG-370	NO_Toxicity
BRD-A15131297	benazepril	NO_Toxicity
BRD-K59037100	oxybenzone	NO_Toxicity
BRD-A29437505	RWJ-21757	NO_Toxicity
BRD-A65739223	ramipril	NO_Toxicity
BRD-K04196797	oxcarbazepine	NO_Toxicity
BRD-K42095107	daidzein	NO_Toxicity
BRD-K59773493	benzohydroxamic-acid	YES_Toxicity
BRD-A84174393	meloxicam	YES_Toxicity
BRD-A66563878	medetomidine	YES_Toxicity
BRD-A72066420	mifobate	NO_Toxicity
BRD-K84175871	pseudoephedrine	NO_Toxicity
BRD-A02990301	lofexidine	YES_Toxicity
BRD-K20197062	SA-94315	NO_Toxicity
BRD-K97509413	coumestrol	NO_Toxicity
BRD-K91938660	memantine	YES_Toxicity
BRD-K63068307	ZSTK-474	NO_Toxicity
BRD-K11717138	benzbromarone	YES_Toxicity
BRD-A51393488	noscapine	YES_Toxicity
BRD-A14966924	alaproclate	NO_Toxicity
BRD-K76133116	benzydamine	NO_Toxicity
BRD-K11107424	tiotidine	NO_Toxicity
BRD-K26373640	IKK-2-inhibitor	YES_Toxicity
BRD-K97181089	amiloride	NO_Toxicity
BRD-A50684349	fenoldopam	YES_Toxicity
BRD-A61392169	eliprodil	NO_Toxicity
BRD-K30867024	SB-216641	NO_Toxicity
BRD-K21680192	mitoxantrone	YES_Toxicity
BRD-A99164655	dihydrexidine	NO_Toxicity
BRD-K08554278	bisbenzimide	NO_Toxicity
BRD-K37720887	SB-525334	NO_Toxicity
BRD-K27316855	calcitriol	YES_Toxicity
BRD-A42346008	metanephrine	YES_Toxicity
BRD-A03216249	mepivacaine	NO_Toxicity
BRD-A14574269	UB-165	YES_Toxicity
BRD-K52080565	nandrolone	NO_Toxicity
BRD-K98426715	tubacin	NO_Toxicity
BRD-K99411983	lumicolchicine	NO_Toxicity
BRD-A01317026	7,8-dihydro-L-biopterin	NO_Toxicity
BRD-A13946108	sulindac	YES_Toxicity
BRD-K49404994	levetiracetam	NO_Toxicity
BRD-K38323065	phenacetin	NO_Toxicity
BRD-K18742343	H-8	NO_Toxicity
BRD-K12513978	fenbufen	YES_Toxicity
BRD-K00615600	AG-14361	YES_Toxicity
BRD-K88568253	iproniazid	NO_Toxicity
BRD-K52911425	GDC-0941	NO_Toxicity
BRD-K32830106	guanfacine	YES_Toxicity
BRD-K33882852	ZK-93423	NO_Toxicity
BRD-K95609758	BMS-191011	NO_Toxicity
BRD-K64157027	ZD-2079	NO_Toxicity
BRD-K56800335	guanabenz	YES_Toxicity
BRD-K52751261	TAK-715	NO_Toxicity
BRD-A53952395	prilocaine	YES_Toxicity
BRD-K57718010	pentylenetetrazol	YES_Toxicity
BRD-K75615183	talipexole	NO_Toxicity
BRD-K76617868	fasudil	YES_Toxicity
BRD-K61480498	epoxycholesterol	NO_Toxicity
BRD-K25991148	warfarin	YES_Toxicity
BRD-A50454580	PD-0325901	NO_Toxicity
BRD-K79905821	gabazine	NO_Toxicity
BRD-K99696746	fatostatin	NO_Toxicity
BRD-K59962020	CHEMBL-374350	NO_Toxicity
BRD-K84266862	BRL-50481	NO_Toxicity
BRD-K09497549	kawain	NO_Toxicity
BRD-K59184148	SB-216763	NO_Toxicity
BRD-A68281735	REV-5901	NO_Toxicity
BRD-A09094913	strychnine	YES_Toxicity
BRD-A77050075	heraclenol	NO_Toxicity
BRD-A80793822	pemoline	NO_Toxicity
BRD-A90515964	guaifenesin	NO_Toxicity
BRD-K08219523	5-nonyloxytryptamine	NO_Toxicity
BRD-K50398167	meclofenamic-acid	YES_Toxicity
BRD-K99260425	etodolac	YES_Toxicity
BRD-K96720755	relcovaptan	NO_Toxicity
BRD-K74212935	ergocryptine	NO_Toxicity
BRD-A91866971	SQ-29548	NO_Toxicity
BRD-K53545112	CNQX	YES_Toxicity
BRD-K69763916	LY-341495	NO_Toxicity
BRD-A16754160	ampicillin	NO_Toxicity
BRD-A37052580	physostigmine	YES_Toxicity
BRD-A72483914	spiroxatrine	NO_Toxicity
BRD-K68558722	deracoxib	NO_Toxicity
BRD-K18618618	cimetidine	NO_Toxicity
BRD-K60298136	ITE	YES_Toxicity
BRD-A37959677	estrone	NO_Toxicity
BRD-K72029282	probucol	NO_Toxicity
BRD-K25504083	cytochalasin-d	YES_Toxicity
BRD-K81783531	VX-222	NO_Toxicity
BRD-K57926513	tyrphostin-AG-1295	NO_Toxicity
BRD-K90574421	ipsapirone	NO_Toxicity
BRD-K81062487	taurocholic-acid	NO_Toxicity
BRD-A81402010	KU-C103443N	NO_Toxicity
BRD-K05350981	oligomycin-c	NO_Toxicity
BRD-A11135865	nor-binaltorphimine	NO_Toxicity
BRD-K26160755	RS-45041-190	NO_Toxicity
BRD-K20995441	U-54494A	NO_Toxicity
BRD-K13211965	L-741742	NO_Toxicity
BRD-K26664453	cytochalasin-b	YES_Toxicity
BRD-K89152108	liothyronine	NO_Toxicity
BRD-K82091397	SB-239063	NO_Toxicity
BRD-K86600316	RS-79948	YES_Toxicity
BRD-A56675431	altizide	NO_Toxicity
BRD-A93424738	dexamethasone-acetate	NO_Toxicity
BRD-K09991945	GSK-3-inhibitor-II	NO_Toxicity
BRD-K31268420	NSC-693868	YES_Toxicity
BRD-K08109516	L-701324	NO_Toxicity
BRD-K63641886	cefuroxime	NO_Toxicity
BRD-K92015269	GBR-12783	NO_Toxicity
BRD-K14993104	bemegride	YES_Toxicity
BRD-K02715688	hydrastine-(1r,-9s)	NO_Toxicity
BRD-K02265150	amoxapine	YES_Toxicity
BRD-A31521121	methocarbamol	NO_Toxicity
BRD-A09539288	homatropine	NO_Toxicity
BRD-K37561857	zardaverine	NO_Toxicity
BRD-K27305650	LY-294002	YES_Toxicity
BRD-K87142802	veliparib	YES_Toxicity
BRD-A98725278	methysergide	YES_Toxicity
BRD-A81233518	glycopyrrolate	NO_Toxicity
BRD-K67680372	CI-966	NO_Toxicity
BRD-K31542390	mycophenolic-acid	NO_Toxicity
BRD-A85472596	L-670596	YES_Toxicity
BRD-K15868788	SDZ-205-557	NO_Toxicity
BRD-A22707317	SB-205384	NO_Toxicity
BRD-K51677086	erythromycin-ethylsuccinate	NO_Toxicity
BRD-K72166146	dihydroergotamine	NO_Toxicity
BRD-K50384076	7,4'-dihydroxyflavone	NO_Toxicity
BRD-A63346720	rimcazole	NO_Toxicity
BRD-K06208435	YS-035	YES_Toxicity
BRD-K41564320	purvalanol-b	NO_Toxicity
BRD-K39462424	dexchlorpheniramine	YES_Toxicity
BRD-K55889443	rifapentine	NO_Toxicity
BRD-K40919711	BAPTA-AM	NO_Toxicity
BRD-K25650355	physostigmine	YES_Toxicity
BRD-K78122587	NNC-55-0396	NO_Toxicity
BRD-K44094599	tacrolimus	YES_Toxicity
BRD-K50168500	canertinib	NO_Toxicity
BRD-K93433262	alfacalcidol	YES_Toxicity
BRD-K18518344	digitoxigenin	YES_Toxicity
BRD-A65550283	ginsenoside	NO_Toxicity
BRD-K71035033	masitinib	NO_Toxicity
BRD-K64890080	BI-2536	NO_Toxicity
BRD-K91601245	mercaptopurine	YES_Toxicity
BRD-K70881766	solanine	YES_Toxicity
BRD-K91301684	noscapine	YES_Toxicity
BRD-K81916719	triclabendazole	NO_Toxicity
BRD-A52650764	ingenol	YES_Toxicity
BRD-K98493452	honokiol	NO_Toxicity
BRD-A65767837	hydrocortisone-acetate	NO_Toxicity
BRD-K77925998	quipazine	YES_Toxicity
BRD-K06750613	GSK-1059615	YES_Toxicity
BRD-K00610438	altanserin	YES_Toxicity
BRD-K51318897	fenbendazole	NO_Toxicity
BRD-K27184429	levocetirizine	NO_Toxicity
BRD-K09255212	clioquinol	YES_Toxicity
BRD-A84134924	pancuronium	YES_Toxicity
BRD-A07029265	ipratropium	YES_Toxicity
BRD-K14200658	syrosingopine	YES_Toxicity
BRD-K17306061	aprepitant	NO_Toxicity
BRD-K87909389	alvocidib	NO_Toxicity
BRD-K25836724	epitestosterone	NO_Toxicity
BRD-A07395371	esmolol	NO_Toxicity
BRD-K72238567	fludarabine	YES_Toxicity
BRD-K17823458	danoprevir	NO_Toxicity
BRD-K47780086	penciclovir	NO_Toxicity
BRD-K66198023	losartan	YES_Toxicity
BRD-K01612348	meropenem	NO_Toxicity
BRD-K93176058	AC-55649	NO_Toxicity
BRD-K35586044	yohimbine	YES_Toxicity
BRD-K51066026	aminoindazole	YES_Toxicity
BRD-A37776212	ICI-204448	NO_Toxicity
BRD-A37432947	ipratropium	YES_Toxicity
BRD-K02404261	caffeine	YES_Toxicity
BRD-K97118047	4,5,6,7-tetrabromobenzotriazole	NO_Toxicity
BRD-K77133231	PD-169316	YES_Toxicity
BRD-K21548250	moracizine	NO_Toxicity
BRD-A98431941	ephedrine	NO_Toxicity
BRD-A52588987	SKF-83566	YES_Toxicity
BRD-A37492983	iocetamic-acid	NO_Toxicity
BRD-A81541225	oligomycin-a	NO_Toxicity
BRD-K44442813	pidotimod	NO_Toxicity
BRD-K46419649	U0126	YES_Toxicity
BRD-A18763547	BAX-channel-blocker	NO_Toxicity
BRD-K62810658	PD-98059	YES_Toxicity
BRD-A07780951	orciprenaline	YES_Toxicity
BRD-A54236247	ephedrine-(racemic)	NO_Toxicity
BRD-K13566078	BMS-345541	NO_Toxicity
BRD-K18905250	ST-91	NO_Toxicity
BRD-K09668667	benzo(a)pyrene	NO_Toxicity
BRD-A28856712	tetrahydrozoline	NO_Toxicity
BRD-A08003242	rhodomyrtoxin-b	NO_Toxicity
BRD-K46937689	phenazone	NO_Toxicity
BRD-K09764130	mead-ethanolamide	NO_Toxicity
BRD-K92577649	GBR-13069	NO_Toxicity
BRD-K87932577	NSC-693868	YES_Toxicity
BRD-A76019558	ketoconazole	YES_Toxicity
BRD-K50417881	eticlopride	NO_Toxicity
BRD-K36638830	anabasine	YES_Toxicity
BRD-K96144918	mead-acid	NO_Toxicity
BRD-A91555231	norepinephrine	YES_Toxicity
BRD-A51410489	yohimbine	YES_Toxicity
BRD-K19525698	ozagrel	NO_Toxicity
BRD-A68009927	daunorubicin	YES_Toxicity
BRD-A41692738	TGX-221	NO_Toxicity
BRD-K88701661	dimercaptosuccinic-acid	NO_Toxicity
BRD-A83892713	rifampicin	NO_Toxicity
BRD-A43849199	karakoline	YES_Toxicity
BRD-A71390734	idarubicin	YES_Toxicity
BRD-K71731651	PNU-120596	NO_Toxicity
BRD-K15933101	ropinirole	NO_Toxicity
BRD-K72093121	vidarabine	YES_Toxicity
BRD-K93258693	GW-9662	NO_Toxicity
BRD-K80451230	zamifenacin	YES_Toxicity
BRD-A60245366	AS-601245	NO_Toxicity
BRD-K49671696	ketanserin	YES_Toxicity
BRD-K64800655	PHA-793887	NO_Toxicity
BRD-K55424922	anpirtoline	NO_Toxicity
BRD-A58280226	Y-27632	NO_Toxicity
BRD-K32696739	noreleagnine	NO_Toxicity
BRD-A32349859	methyl-angolensate	YES_Toxicity
BRD-K32536677	AGK-2	NO_Toxicity
BRD-A38747044	KU-14R	NO_Toxicity
BRD-A55815733	phylloquinone	NO_Toxicity
BRD-K28115081	apafant	NO_Toxicity
BRD-A07000685	hydrocortisone-hemisuccinate	NO_Toxicity
BRD-A81866333	CGS-21680	YES_Toxicity
BRD-A47144777	dihydro-7-desacetyldeoxygedunin	YES_Toxicity
BRD-A94669766	naringenin	NO_Toxicity
BRD-A43974499	reboxetine	YES_Toxicity
BRD-K04170657	psoromic-acid	YES_Toxicity
BRD-K82484965	carmoxirole	YES_Toxicity
BRD-K66019333	oxantel	YES_Toxicity
BRD-K94353609	fluocinolone	NO_Toxicity
BRD-K20714604	RS-56812	NO_Toxicity
BRD-K65910366	KU-C103904N	NO_Toxicity
BRD-K55454768	TAS-301	YES_Toxicity
BRD-A10355991	norketamine	NO_Toxicity
BRD-K21971034	OM-137	YES_Toxicity
BRD-K76304753	phenazopyridine	YES_Toxicity
BRD-A43930669	L-368899	NO_Toxicity
BRD-A63546914	Ro-04-5595	YES_Toxicity
BRD-K81169441	cerivastatin	NO_Toxicity
BRD-A01346607	flumetasone	NO_Toxicity
BRD-A80638690	floxuridine	YES_Toxicity
BRD-A25576662	streptozotocin	NO_Toxicity
BRD-A67373739	AICA-ribonucleotide	NO_Toxicity
BRD-K14807180	SB-221284	NO_Toxicity
BRD-K99616396	motesanib	NO_Toxicity
BRD-A31007383	SDZ-WAG-994	YES_Toxicity
BRD-K61177364	NBI-27914	NO_Toxicity
BRD-A57457122	VU-0400071-3	NO_Toxicity
BRD-K16508793	diazepam	YES_Toxicity
BRD-K70490179	rimcazole	NO_Toxicity
BRD-K42098891	protriptyline	YES_Toxicity
BRD-A17428743	BW-723C86	NO_Toxicity
BRD-K64451768	GANT-58	NO_Toxicity
BRD-K87905482	anandamide	NO_Toxicity
BRD-A11702965	chromomycin-a3	YES_Toxicity
BRD-K18799075	BAY-59-3074	NO_Toxicity
BRD-K92093830	doxorubicin	YES_Toxicity
BRD-K21317336	phentolamine	NO_Toxicity
BRD-A09161221	nomilin	YES_Toxicity
BRD-K28761384	zuclopenthixol	NO_Toxicity
BRD-K01902415	pirinixic-acid	NO_Toxicity
BRD-A43671941	oxprenolol	YES_Toxicity
BRD-K93280214	gabazine	NO_Toxicity
BRD-K02113016	olaparib	NO_Toxicity
BRD-A24122750	saclofen	YES_Toxicity
BRD-K06557128	voriconazole	NO_Toxicity
BRD-K43796186	benzyl-quinazolin-4-yl-amine	NO_Toxicity
BRD-K77554836	triamcinolone	NO_Toxicity
BRD-K92446736	zatebradine	NO_Toxicity
BRD-K96362535	tubaic-acid	NO_Toxicity
BRD-K18787491	U-0126	YES_Toxicity
BRD-K89046952	ciclacillin	NO_Toxicity
BRD-K14536225	piceid	NO_Toxicity
BRD-K62965247	tipifarnib-P2	NO_Toxicity
BRD-K32107296	temozolomide	NO_Toxicity
BRD-A16311756	profenamine	YES_Toxicity
BRD-A42628519	iopanoic-acid	NO_Toxicity
BRD-K97440753	dihydroergocristine	NO_Toxicity
BRD-K14696368	9-methyl-5H-6-thia-4,5-diaza-chrysene-6,6-dioxide	NO_Toxicity
