SYMBOL	ENTREZID
MASP2	10747
CENPS-CORT	100526739
SLC2A7	155184
UBE2J2	118424
DNAH14	127602
CCDC18	343099
MIER1	57708
MMACHC	25974
KIAA1522	57648
SZRD1	26099
TTC34	100287898
MATN3	4148
LIPK	643414
LIPM	340654
DMRTA2	63950
UBAC2	337867
ASXL2	55252
ZNF610	162963
LIPN	643418
GP5	2814
FAM19A5	25817
CRELD2	79174
MTA3	57504
CDCA7L	55536
ZNF681	148213
POU6F2	11281
CARF	79800
SUN1	23353
NCOR2	9612
CCDC85A	114800
PAXIP1	22976
CSF2RB	1439
TXNRD3NB	645840
EFR3B	22979
DTNB	1838
POMC	5443
VSTM2A	222008
CUL4B	8450
MEI1	150365
C16orf86	388284
LRRC32	2615
RDX	5962
RBM33	155435
KIF16B	55614
FBLN2	2199
ZFPM2	23414
SCFD2	152579
RASGRP3	25780
CADM2	253559
PDZRN4	29951
INO80D	54891
PSME4	23198
IL18BP	10068
GAGE12D	100132399
WWC2	80014
ECE2	9718
TMEM196	256130
ATG4B	23192
HPSE	10855
CNGA1	1259
RELA	5970
C17orf51	339263
WDR60	55112
ACY1	95
WDR43	23160
TRIOBP	11078
MYH8	4626
CEBPZOS	100505876
MEIG1	644890
APOBEC3A	200315
GDPD3	79153
NPY	4852
KCTD1	284252
METTL15	196074
STEAP1B	256227
BCL6	604
TDRD15	100129278
HCRTR1	3061
MEX3D	399664
CHKB	1120
PARG	8505
TFIP11	24144
ZGLP1	100125288
CDK11A	728642
HYPK	25764
IFRD1	3475
CBX6	23466
RASSF8	11228
PARVB	29780
ARNTL	406
ETV2	2116
ZBTB40	9923
AKAP12	9590
BTBD3	22903
NXPH1	30010
OR6B2	389090
CARD10	29775
CYP4F11	57834
GTF2A1L	11036
PNPLA7	375775
STON1	11037
MFSD7	84179
NRG1	3084
DQX1	165545
NLK	51701
CTNNA2	1496
MTMR3	8897
KIAA1210	57481
RNASE9	390443
MMD2	221938
MMD2	100505381
PAPOLB	56903
FSHR	2492
ZDHHC8	29801
VSNL1	7447
PRDM6	93166
DERL3	91319
TMEM79	84283
SLC8A1	6546
RSPH10B2	728194
PSG4	5672
WDR62	284403
A4GALT	53947
FBXO11	80204
FAM104A	84923
PRR5	55615
CDKN1A	1026
ESRRA	2101
XPO1	7514
C6orf203	51250
CLHC1	130162
TRIM66	9866
ABCB5	340273
IFI30	10437
CEACAM19	56971
AQP12B	653437
SAA1	6288
SVEP1	79987
GPR12	2835
PYCR1	5831
SULT6B1	391365
MRPS12	6183
F11	2160
C22orf15	150248
IMMP2L	83943
LRRC72	100506049
TBC1D10A	83874
P4HA2	8974
KIF2A	3796
THAP4	51078
CACNA1I	8911
FANCL	55120
SMCR8	140775
CHRNA2	1135
SLC22A23	63027
C1S	716
TCL1A	8115
APOBEC3G	60489
FAH	2184
KDSR	2531
NLRC4	58484
KCTD17	79734
ALS2CR12	130540
ZNF792	126375
PRR16	51334
NRXN1	9378
UNC5D	137970
FAM161A	84140
ZNF155	7711
PICK1	9463
CEP162	22832
NCOA1	8648
CAPN14	440854
ELAVL1	1994
ELFN2	114794
RNF32	140545
CLDN15	24146
SLC25A19	60386
MAD1L1	8379
TAPT1	202018
CCDC157	550631
VPREB1	7441
PDIA6	10130
NOLC1	9221
GAGE10	102724473
SAR1B	51128
RSPH10B	222967
MAGI1	9223
MDK	4192
CGREF1	10669
TFDP3	51270
C22orf46	79640
TNFSF18	8995
CLDN5	7122
ISPD	729920
HIST2H3A	333932
SYCE3	644186
TMEM211	255349
GPSM2	29899
PPARA	5465
MFSD2B	388931
KIF26B	55083
ICA1	3382
HIPK2	28996
KIAA1841	84542
HOXD12	3238
IGSF23	147710
MEX3C	51320
SUN2	25777
PDE7A	5150
OBSL1	23363
IL6	3569
HERC3	8916
GRAMD4	23151
SEC14L6	730005
PSG2	5670
ARHGAP35	2909
GGT2	728441
INTS1	26173
MAST4	375449
GAL3ST1	9514
CEACAM21	90273
APOBEC3H	164668
SMS	6611
PRKAR1B	5575
MARK2	2011
BLVRA	644
PTGR1	22949
DGKB	1607
POP1	10940
SDSL	113675
PHF14	9678
KIF3A	11127
RPAIN	84268
FOXO3	2309
TST	7263
TF	7018
SETD5	55209
DUSP28	285193
ANKMY1	51281
PLEKHB2	55041
SDK1	221935
NAA60	79903
DNASE1	1773
NUCB1	4924
RMDN1	51115
DCDC1	341019
ZNF12	7559
KBTBD12	166348
RPS14	6208
KCNS3	3790
THADA	63892
MS4A15	219995
BUD31	8896
GABRR2	2570
MYH6	4624
LTBP1	4052
MBD5	55777
ADRA2C	152
CPE	1363
TEX33	339669
ARMC5	79798
UMODL1	89766
POM121L12	285877
NGDN	25983
DAPK1	1612
OR2A14	135941
OR1C1	26188
XKR9	389668
HEPN1	641654
C6orf226	441150
OR6B1	135946
LCNL1	401562
CEBPD	1052
PRR21	643905
OR2A25	392138
TBX20	57057
OR2A12	346525
OR2A1	346528
OR3A2	4995
TTC30B	150737
ZBED8	63920
TIGD1	200765
IFITM1	8519
C2orf16	84226
ARIH2OS	646450
OR4E2	26686
FOXP2	93986
TAS2R41	259287
C1orf229	388759
HMSD	284293
OR2A5	393046
OR2A2	442361
TAS2R40	259286
PSMB11	122706
MYO3B	140469
C3orf36	80111
OR2F2	135948
RBM34	23029
MCC	4163
RGS14	10636
C19orf73	55150
TONSL	4796
TMEM237	65062
SLC38A11	151258
CNPPD1	27013
APOL6	80830
ALAD	210
GULP1	51454
C2orf76	130355
SCN9A	6335
MYO7A	4647
SFTPB	6439
SAPCD2	89958
LRRTM4	80059
KRTAP19-3	337970
MGAT5	4249
CD207	50489
IL1R1	3554
PXMP4	11264
KLHL30	377007
NIF3L1	60491
ANKRD30BL	554226
RAD21L1	642636
ZNF638	27332
SYNC	81493
TGOLN2	10618
SAG	6295
CYSRT1	375791
AAK1	22848
PRPF40A	55660
APOPT1	84334
ZC3H8	84524
HOXD3	3232
PRR35	146325
ANKRD61	100310846
RAD54L2	23132
SMPD4	55627
ASB18	401036
TBC1D10B	26000
PSMD14	10213
PREPL	9581
C19orf24	55009
CD8A	925
MORN2	729967
RGPD3	653489
DPAGT1	1798
C7orf31	136895
VSTM5	387804
WDR81	124997
ZC3H12D	340152
SSB	6741
MCFD2	90411
KDM3A	55818
FHL2	2274
MYADML2	255275
ATG9A	79065
JAKMIP1	152789
RPL31	6160
FCHSD2	9873
KCMF1	56888
CHN1	1123
SETD2	29072
ZC3H6	376940
SLC39A10	57181
DNAH10	196385
GPATCH11	253635
UBE2E3	10477
C21orf140	101928147
SCN7A	6332
C4orf48	401115
RGPD4	285190
AFF3	3899
XIRP2	129446
ZNF385B	151126
ACTG2	72
SH3BP4	23677
TET3	200424
DCDC2B	149069
DYSF	8291
CXCR4	7852
RBM4	5936
FAM124B	79843
ITGA6	3655
PTGES3L	100885848
MEGF11	84465
ARHGAP25	9938
KDELR3	11015
TBC1D14	57533
LYG1	129530
STK16	8576
UAP1L1	91373
ST6GAL2	84620
CAPS2	84698
CATSPERG	57828
CALCRL	10203
CC2D2B	387707
IPO11	51194
CWC22	57703
NCAPG2	54892
R3HDM1	23518
ARHGEF33	100271715
C5orf52	100190949
PPM1M	132160
PLD3	23646
FAM168B	130074
TRABD2A	129293
LYPD6B	130576
WDSUB1	151525
TISP43	150527
ZNF365	22891
TPRN	286262
CLEC16A	23274
ALDH7A1	501
C2orf78	388960
NCKAP5	344148
NPPC	4880
CPVL	54504
GIGYF2	26058
POTEJ	653781
SERF2	10169
CEP19	84984
IL18R1	8809
NFU1	27247
MAP3K2	10746
PSTPIP2	9050
IMMT	10989
SPIRE1	56907
MPP4	58538
AGFG1	3267
RAB1A	5861
TMEM150A	129303
ERICH2	285141
TDRD9	122402
RAB6C	84084
NOTUM	147111
LRRC29	26231
NLRX1	79671
ACAN	176
SBNO1	55206
UBE4A	9354
PWP1	11137
NECAB1	64168
CYHR1	50626
ARTN	9048
ZBTB10	65986
FAM96B	51647
FUT2	2524
OR7E24	26648
IRGQ	126298
PDK3	5165
SLC18A1	6570
TANC2	26115
SMCO2	341346
CAND2	23066
PCYOX1	51449
GCG	2641
UGT2B11	10720
SLC12A5	57468
CREB1	1385
TARS	6897
AMOTL1	154810
HIC2	23119
SOS1	6654
BRDT	676
KIF4B	285643
TC2N	123036
ANKUB1	389161
PARN	5073
IFFO2	126917
WDR73	84942
OAS1	4938
KRBOX1	100506243
UBA52	7311
MPPED1	758
ARPC4	10093
RNF148	378925
KIF26A	26153
AGBL3	340351
TSTD1	100131187
TRIM49C	642612
ZNF845	91664
CTU2	348180
LAMB2	3913
SEC61G	23480
ZFP36L1	677
TMEM251	26175
ZNF583	147949
RARG	5916
RNF24	11237
RBM14-RBM4	100526737
CASP4	837
EOMES	8320
PLCD4	84812
RBM17	84991
CHEK1	1111
SLC25A12	8604
TMEM247	388946
LANCL1	10314
KBTBD13	390594
SSFA2	6744
EIF4B	1975
NSG1	27065
MLN	4295
PNMA5	114824
ZNF419	79744
KIF25	3834
SPATA3	130560
C17orf62	79415
NFATC4	4776
RWDD4	201965
TCF12	6938
SCRN1	9805
AP1M1	8907
CARNS1	57571
C5orf42	65250
SBK2	646643
CRISP3	10321
MMADHC	27249
OR10G8	219869
RPL23A	6147
DCC	1630
NDUFA11	126328
PPP1R12A	4659
GLYCTK	132158
C1GALT1	56913
RPP30	10556
NBPF4	148545
DHRS9	10170
NPNT	255743
HCAR1	27198
TMBIM6	7009
AKR1B15	441282
ACE2	59272
NFATC1	4772
YY2	404281
GPAT2	150763
TMCO3	55002
TBXAS1	6916
CEP44	80817
USP17L12	100287205
UBAP2L	9898
DIRC3	729582
TGM7	116179
C3orf79	152118
CT47A4	728075
C2CD4D	100191040
SEMA5B	54437
TLR6	10333
OR2M3	127062
DPY19L4	286148
ARPC1B	10095
ATP5J	522
RNF212	285498
CTNNA3	29119
KSR2	283455
CYB561A3	220002
GATS	352954
PLEKHF1	79156
DSN1	79980
ACAD10	80724
ADIPOQ	9370
ZNF852	285346
SLC38A4	55089
DLX3	1747
DCUN1D4	23142
LETMD1	25875
RCBTB2	1102
PLEKHM1	9842
NT5C3B	115024
TMEM67	91147
CTU1	90353
HLA-DOB	3112
CT47A5	728072
ZSCAN31	64288
SHISA6	388336
PLSCR5	389158
HERC1	8925
ZNF527	84503
HEPACAM2	253012
ZBBX	79740
IDH1	3417
TMEM213	155006
GPR141	353345
CATSPER4	378807
HLA-DQB2	3120
GLI2	2736
CXXC1	30827
SLC16A5	9121
DDN	23109
SCN10A	6336
BTNL2	56244
TDRD12	91646
HNRNPLL	92906
RIMBP3C	150221
SLC14A1	6563
IRAK4	51135
CLEC2L	154790
SLC25A17	10478
MEIOB	254528
SCFD1	23256
B3GALT4	8705
ABHD5	51099
LRRC23	10233
ATCAY	85300
GOLGA6D	653643
UNC80	285175
SLFN14	342618
RDH13	112724
ASB10	136371
DENND4A	10260
ZNF692	55657
CYB561D2	11068
PSMC2	5701
MGAT5B	146664
SEPT9	10801
SAMD7	344658
SEPT5	5413
MT1G	4495
C4orf51	646603
CDHR4	389118
INO80C	125476
TKT	7086
PNMA6A	84968
AGR2	10551
KCNK16	83795
CCDC173	129881
DENND6B	414918
SMIM19	114926
PARVG	64098
PTPN6	5777
ERV3-1	2086
AMDHD2	51005
PEX5	5830
ZNF780B	163131
MTMR11	10903
BCAR1	9564
JAK3	3718
CCDC103	388389
PUM1	9698
LACC1	144811
PILRB	29990
CCDC36	339834
APLN	8862
IGF2	3481
FAM187A	100528020
NECAP2	55707
ANKRD36	375248
ZNF844	284391
CYLD	1540
CHD7	55636
ATP2B1	490
REPS1	85021
DIP2A	23181
EFTUD2	9343
C1orf106	55765
PPP6C	5537
KRTAP9-3	83900
KLLN	100144748
TTLL8	164714
PPIL6	285755
STRAP	11171
CT47A7	653282
IFRD2	7866
BCAP31	10134
ZNF487	642819
PSMG4	389362
ZSCAN30	100101467
CHFR	55743
GPX5	2880
PRR20D	729246
ZNF587B	100293516
SLC13A2	9058
RELN	5649
FAM219A	203259
LDB1	8861
TRAPPC2	6399
NLGN1	22871
PRRT3	285368
AGAP4	119016
TTLL3	26140
DEFB130A	245940
SMARCD2	6603
ARHGAP28	79822
AKIRIN1	79647
AMER3	205147
NDUFS1	4719
POTEI	653269
POM121L2	94026
DCT	1638
MS4A6A	64231
PIK3R5	23533
GPSM1	26086
TCP11X2	100996648
HSBP1	3281
PLEKHG2	64857
RFPL4A	342931
HTATIP2	10553
SLC4A10	57282
GABRA1	2554
MAPKBP1	23005
LHFPL3	375612
PRAMEF27	101929983
CDC7	8317
FBXO15	201456
TMEM151B	441151
ZNF630	57232
HES4	57801
CFAP221	200373
RPS18	6222
ZNF7	7553
NANOS1	340719
FGFR1	2260
EPS15L1	58513
CT47A1	728096
TMX1	81542
EIF4E3	317649
TBXA2R	6915
KIF5C	3800
MYO1A	4640
CASP14	23581
SMYD1	150572
CD163L1	283316
ABLIM2	84448
IFT27	11020
SLC4A4	8671
PACS2	23241
HLA-DPA1	3113
CEP131	22994
BIRC6	57448
ADM5	199800
FAM126B	285172
CLEC17A	388512
SESN1	27244
FCHO2	115548
NKIRAS1	28512
ZNF512B	57473
PPP1R3G	648791
ZNF506	440515
BLOC1S3	388552
PPIAL4G	644591
PLA2G10	8399
CENPBD1	92806
ZNF655	79027
AHSG	197
OR5K2	402135
RUSC2	9853
TTC39A	22996
KIFC1	3833
PRKD2	25865
FAM19A2	338811
KCNK2	3776
SLA	6503
NOSTRIN	115677
GDI1	2664
LRRC74B	400891
JMJD6	23210
SLCO1B7	338821
TMEM182	130827
CDKN2AIPNL	91368
CSF2RA	1438
ZNF716	441234
OR4F3	26683
BZW1	9689
COMMD5	28991
DIXDC1	85458
ZNF625	90589
KCTD15	79047
ANAPC7	51434
MORF4L2	9643
BTBD18	643376
DCLK3	85443
PDZK1	5174
FGD4	121512
CORO1C	23603
PRR12	57479
NHSL1	57224
MAPK9	5601
NUTM2B	729262
OPRM1	4988
IQCF5	389124
SEMA4B	10509
CLK1	1195
IPCEF1	26034
ZNF516	9658
CMYA5	202333
SENP1	29843
PTPN13	5783
GCA	25801
PPT1	5538
EIF2B4	8890
DOCK8	81704
TMEM51	55092
ORM2	5005
GSG1L	146395
ZNF746	155061
KLHL24	54800
ARFIP1	27236
TRIM51	84767
EARS2	124454
TMEM68	137695
IGFL2	147920
SYTL5	94122
MTFR2	113115
TMEM229A	730130
ZBED9	114821
C9orf116	138162
FAM185A	222234
LPAR3	23566
BTBD19	149478
MAN2B1	4125
SNX10	29887
PATE3	100169851
MECP2	4204
TNRC18	84629
CTAGE9	643854
IFI35	3430
SMARCA4	6597
CXCR6	10663
RAPGEF3	10411
ZNF200	7752
ZNF737	100129842
GNL3	26354
CCDC129	223075
NSD1	64324
SLC12A4	6560
CCDC141	285025
PLA2G4B	100137049
BRMS1	25855
UBR3	130507
OR6V1	346517
MYT1L	23040
FBRSL1	57666
CLEC2A	387836
KIAA0141	9812
DEPDC4	120863
TSPAN14	81619
IK	3550
CLDN25	644672
DHFR	1719
SCN4A	6329
ZNF302	55900
ZNF793	390927
NXPE3	91775
GPATCH4	54865
OSGIN2	734
MAPKAPK3	7867
SLC35G6	643664
DYTN	391475
GLB1L3	112937
NFYC	4802
MROH7	374977
TEX264	51368
PRR23C	389152
FTSJ3	117246
C4A	720
TOP2B	7155
NTM	50863
PRDM7	11105
ANKRD60	140731
KANSL3	55683
CNTD2	79935
NFIC	4782
ZNF697	90874
DNAJC4	3338
SCN1B	6324
URGCP	55665
PRR29	92340
PSMD13	5719
ATF5	22809
BAHD1	22893
PAPD5	64282
TEX22	647310
GRIK2	2898
SMIM34B	107983987
PPM1N	147699
TRIM10	10107
SFTPA1	653509
GAGE12C	729422
PRKAG3	53632
PERP	64065
BLCAP	10904
ZNF300	91975
RGS4	5999
FAM104B	90736
KDM4E	390245
BZW2	28969
ATXN7L3	56970
SELENBP1	8991
NTF3	4908
LRRN3	54674
GRID2IP	392862
C19orf25	148223
TSEN34	79042
RLN3	117579
TSC22D1	8848
COG6	57511
UBE2W	55284
DUSP22	56940
ACTL6A	86
PAPD4	167153
GTF2IRD1	9569
KY	339855
ASB15	142685
ALKBH8	91801
ENDOU	8909
ZNF28	7576
RPL17	6139
TMA7	51372
IL34	146433
PET117	100303755
MRO	83876
LPIN1	23175
SP140L	93349
ATP2C2	9914
POLDIP3	84271
PLEKHA8	84725
CLDN9	9080
ALPK1	80216
HIGD1A	25994
ATP9B	374868
TMEM243	79161
ZNF821	55565
CHAC1	79094
ZBED5	58486
E2F5	1875
GSPT1	2935
ALKBH2	121642
TTC21A	199223
SOX5	6660
PPP1R14D	54866
C11orf68	83638
FAM133B	257415
KDM8	79831
GOLGA8N	643699
CADPS2	93664
DIABLO	56616
L3MBTL1	26013
CALCOCO2	10241
CT47A3	728082
SPATA13	221178
PRF1	5551
TAMM41	132001
EXOSC6	118460
ANXA11	311
FAM71E2	284418
KRTAP25-1	100131902
CD44	960
ARL13A	392509
ITK	3702
VWA5B2	90113
TNF	7124
CHID1	66005
CYR61	3491
ADAL	161823
RELL1	768211
SNX13	23161
ZNF142	7701
TSTA3	7264
PHF21A	51317
KMT2B	9757
IP6K3	117283
CDK12	51755
DOHH	83475
HLA-DMB	3109
SGCE	8910
CNTNAP5	129684
OR10J1	26476
SLC6A12	6539
HLA-B	3106
MXRA8	54587
FCHSD1	89848
FGF16	8823
CT62	196993
C3orf52	79669
KLC2	64837
CD36	948
LRRC70	100130733
DDOST	1650
ATF7	11016
JMJD8	339123
LY6H	4062
TNIK	23043
SATB1	6304
ANKRD63	100131244
MRS2	57380
GAB3	139716
ZFP69B	65243
PRG4	10216
PLAC8	51316
BEST1	7439
CT47A6	728062
MBIP	51562
CHRM2	1129
MOV10	4343
CRYZ	1429
HOXC4	3221
CNOT10	25904
ZNF839	55778
HMGA1	3159
NBEAL1	65065
FLYWCH1	84256
NCOA2	10499
PPP2R2D	55844
SLC52A1	55065
TAF6	6878
PTPRJ	5795
KRTAP5-2	440021
CT47A8	728049
ASRGL1	80150
TEN1-CDK3	100529145
SLC25A13	10165
ZDHHC13	54503
EWSR1	2130
B3GNT9	84752
RHOA	387
FJX1	24147
DNAI2	64446
DLGAP2	9228
ULK3	25989
FOXA2	3170
LAMA2	3908
ERAP2	64167
ZNF146	7705
HNRNPF	3185
TPRXL	348825
SNAP91	9892
RPL9	6133
TMEM106C	79022
CMTM3	123920
THAP5	168451
FASTKD1	79675
CCL24	6369
SNRPE	6635
PNPT1	87178
EXOC3L2	90332
GNA13	10672
C1orf159	54991
LRRC69	100130742
APTX	54840
SLC35G2	80723
ZNF736	728927
AARSD1	80755
ZNF234	10780
USP17L11	100287178
CAPNS2	84290
PPIP5K1	9677
TESPA1	9840
OTOGL	283310
UBE2L3	7332
MYBPC1	4604
SLAIN1	122060
SLC35G1	159371
AGAP6	414189
BTD	686
ZNF780A	284323
CAPZB	832
GINS3	64785
HECTD2	143279
ANKRD34C	390616
SATB2	23314
SS18L2	51188
GAS2	2620
USP19	10869
CTPS2	56474
CBLL1	79872
SHC1	6464
FRG2B	441581
PRSS48	345062
C16orf90	646174
TMEM8A	58986
TIA1	7072
LOC388813	388813
MYD88	4615
VPS53	55275
LDB3	11155
ERN1	2081
RANGAP1	5905
TMEM232	642987
C11orf94	143678
SIGLEC6	946
NAPRT	93100
STRC	161497
DNAH1	25981
RFX8	731220
RANBP1	5902
ECD	11319
DTHD1	401124
MYO16	23026
SERPINB2	5055
MYOCD	93649
PRSS42	339906
OR5H14	403273
GK	2710
PAN2	9924
P4HA3	283208
CITED1	4435
C14orf2	9556
PSMC6	5706
ACSF2	80221
HYAL2	8692
MXD3	83463
KBTBD8	84541
BMPR1B	658
PRSS45	377047
TNRC6B	23112
ZNF223	7766
OR1M1	125963
MAVS	57506
SEPT4	5414
C17orf58	284018
PDZD2	23037
MTO1	25821
PVR	5817
WEE1	7465
SAMD3	154075
HK1	3098
C5orf66	100996485
SLC12A3	6559
IQCJ	654502
MEF2B	100271849
VSIG1	340547
RUNX1T1	862
LACTBL1	646262
LAPTM4B	55353
RPF2	84154
ZNF469	84627
COPG2	26958
CDRT15	146822
ACTA2	59
CHST15	51363
TRIM48	79097
GRAMD1B	57476
CLSTN2	64084
CPAMD8	27151
SMG1	23049
SENP6	26054
MTMR10	54893
MDGA1	266727
CPS1	1373
WDR83	84292
TMEM177	80775
BHMG1	388553
NBPF6	653149
NR2C2AP	126382
PMEL	6490
TMEM235	283999
TREML1	340205
PLCL1	5334
C2orf74	339804
TBC1D5	9779
PHTF2	57157
FRMD5	84978
VKORC1L1	154807
SIGIRR	59307
MFSD1	64747
TMEM233	387890
C10orf105	414152
RPL6	6128
MAP10	54627
EMC9	51016
FBXO43	286151
ANKRD36C	400986
SNRNP35	11066
ARHGAP27	201176
FAM126A	84668
ZDHHC17	23390
CCPG1	9236
ZNF30	90075
ODF2	4957
GRB7	2886
CC2D2A	57545
LTA	4049
BRAP	8315
GAMT	2593
C20orf173	140873
MRPL55	128308
SYNGAP1	8831
DDC	1644
TANGO2	128989
CGB8	94115
PRM2	5620
NABP1	64859
ARRB2	409
USP17L10	100287144
FBXO10	26267
POLR2F	5435
PPP1R13L	10848
TBCEL	219899
EFCAB3	146779
C11orf74	119710
TENM1	10178
CLDN34	100288814
C15orf40	123207
TMED4	222068
ZSCAN9	7746
DNAJB5	25822
SMC6	79677
PAX6	5080
OR2V1	26693
ILF3	3609
IFT74	80173
GAGE12F	100008586
CEP170B	283638
DOCK4	9732
RACGAP1	29127
CKMT2	1160
CCDC155	147872
EFHC2	80258
LILRA5	353514
ARL17B	100506084
VGLL4	9686
PRR20E	729250
PLEKHA5	54477
ARMCX4	100131755
RPL36A	6173
DNAJB14	79982
SOHLH1	402381
NPIPB4	440345
CCBE1	147372
BBC3	27113
KRTAP21-3	100288323
MYH13	8735
C5orf60	285679
EZH1	2145
PGGT1B	5229
VPS8	23355
NAALADL2	254827
MGAT1	4245
AKAP2	11217
TAPBP	6892
HEMK1	51409
NDRG1	10397
SCHIP1	29970
TECPR1	25851
TMEM120B	144404
WDR87	83889
GSG1	83445
NOP14	8602
TAS2R39	259285
DHX57	90957
LIMS3	96626
SPANXN4	441525
ZNF347	84671
DCAF8L1	139425
AKAP7	9465
ZNF778	197320
ETV1	2115
ESR1	2099
INPP5D	3635
CA10	56934
PHLDB2	90102
HHATL	57467
OXR1	55074
SVOPL	136306
PPP1R9A	55607
GPI	2821
TBL1XR1	79718
CHMP3	51652
CLMP	79827
DHX30	22907
CNEP1R1	255919
NOL7	51406
ZNF837	116412
CCDC39	339829
CDC45	8318
ESRP1	54845
SLC4A8	9498
RXFP1	59350
PBX1	5087
AQP12A	375318
TMED7	51014
PNCK	139728
RASGRF1	5923
SUMO2	6613
ACBD4	79777
LRRD1	401387
IFT140	9742
UNC5C	8633
SH2D5	400745
EPM2AIP1	9852
KAT8	84148
POLD1	5424
TSGA13	114960
HTR3E	285242
TDRD5	163589
WDR20	91833
CTXN2	399697
PAPSS2	9060
PRMT1	3276
GMNC	647309
TRPV4	59341
PAQR8	85315
ZNF160	90338
EPN1	29924
SLC13A5	284111
FAT1	2195
ENPP3	5169
ZBTB7B	51043
TCEA3	6920
ZNF880	400713
COX20	116228
DNAJC7	7266
CDK15	65061
LILRB5	10990
THSD7A	221981
PMS1	5378
C11orf21	29125
SLC23A3	151295
TAF1	6872
CKMT1A	548596
RNF224	643596
MOGAT1	116255
C5orf67	101928448
GTF2IRD2	84163
DCD	117159
MUC6	4588
TMEM41A	90407
PHOSPHO1	162466
NT5DC2	64943
LAX1	54900
GPR6	2830
FAM86B1	85002
HHLA1	10086
NAPEPLD	222236
SYBU	55638
ZNF410	57862
TNPO2	30000
ARSG	22901
IQCA1	79781
FAM198A	729085
EBNA1BP2	10969
LMNTD1	160492
GPX1	2876
MUC7	4589
UNC45A	55898
SPINK8	646424
PNPLA6	10908
NUTM2E	283008
ZBTB22	9278
CHRNA7	1139
GAS7	8522
SLC25A44	9673
HRAS	3265
METTL6	131965
PRR22	163154
TNXB	7148
VWA5A	4013
ACOXL	55289
CCDC122	160857
USP46	64854
CNTN6	27255
NKX1-1	54729
VRK2	7444
SLC9A3R2	9351
FBP1	2203
METTL11B	149281
WDR26	80232
GOLGA6B	55889
HLA-DPB1	3115
CT47A9	728042
LPAR4	2846
CYTH2	9266
PPP1R3E	90673
TRIM32	22954
RFC5	5985
PRAM1	84106
CHTF8	54921
LAMP2	3920
IMPA1	3612
LARS2	23395
TMEM132D	121256
PABPN1L	390748
HDAC9	9734
PRKCA	5578
NUGGC	389643
SP8	221833
CYP21A2	1589
DCTN2	10540
KIF5A	3798
IFNL3	282617
GDNF	2668
TBRG1	84897
ZBTB42	100128927
ANO6	196527
WSB2	55884
PLXNB2	23654
C10orf55	414236
TRAPPC13	80006
OTUD4	54726
RBM18	92400
OR4F29	729759
ZNF230	7773
CISH	1154
CHRM4	1132
CRACR2A	84766
FAM47E	100129583
ZNF740	283337
CLDN4	1364
HERPUD1	9709
ARRB1	408
ZNF766	90321
SUMO3	6612
SYNJ1	8867
TMBIM1	64114
RPP21	79897
GAGE12J	729396
CCNB1IP1	57820
USP53	54532
VPS52	6293
CFAP97	57587
FBXO46	23403
PHGR1	644844
SKIDA1	387640
EEF1D	1936
VEZT	55591
TBC1D26	353149
ABTB2	25841
AK9	221264
ZSCAN2	54993
POC5	134359
SCN5A	6331
TMEM176B	28959
FGFR2	2263
PDE1A	5136
TOMM40	10452
CMSS1	84319
CT47A11	255313
MAP2K4	6416
TAF1D	79101
TRIM26	7726
STMN1	3925
ZNF90	7643
FAHD2B	151313
LTB	4050
RNF223	401934
ZNF814	730051
CDK3	1018
CELF4	56853
FAM131B	9715
AFAP1	60312
SFRP4	6424
GABRG2	2566
ZNF562	54811
LSM5	23658
ATXN7L1	222255
FAM135A	57579
CNBP	7555
PNPLA8	50640
FIGNL1	63979
MAD2L1BP	9587
GBE1	2632
TMEM132C	92293
NHLRC4	283948
RUNDC3A	10900
ZNF783	100289678
MUSTN1	389125
LMLN	89782
TSPYL4	23270
ERLIN1	10613
XG	7499
DNTTIP2	30836
NSMAF	8439
ZNF284	342909
LCE6A	448835
BCL7B	9275
ZNF799	90576
ABCA13	154664
TLK1	9874
C17orf112	100506650
BEGAIN	57596
ZNF619	285267
NPIPB15	440348
FEZF1	389549
ITPKB	3707
TBC1D9	23158
NBR1	4077
TBCCD1	55171
BEND3	57673
PTPRC	5788
FAM200A	221786
MARK3	4140
ZNF598	90850
RAB3GAP1	22930
PATE4	399968
ABCF3	55324
FAM153A	285596
GJC1	10052
TOP2A	7153
DHRS12	79758
MSANTD1	345222
GLRA1	2741
AOC1	26
ATP6V0E2	155066
COLEC11	78989
GPR35	2859
CSGALNACT1	55790
ALDH3A1	218
ISY1-RAB43	100534599
PDCD6IP	10015
GPR137	56834
KIF21B	23046
MARCH8	220972
EPGN	255324
CT47A10	728036
LMOD2	442721
IFNA17	3451
SAPCD1	401251
PRR13	54458
MRVI1	10335
CCDC121	79635
DGKZ	8525
PGAM4	441531
IL5RA	3568
C4orf45	152940
IL10	3586
DEPDC1	55635
MBD3	53615
PPP2R5C	5527
ARPP21	10777
SIGLEC11	114132
ZNF438	220929
CDKL2	8999
ARHGAP22	58504
TMEM169	92691
SNRPB	6628
GABRR1	2569
MMS19	64210
OSBPL9	114883
OR4A47	403253
MALRD1	340895
IKZF2	22807
CAMTA2	23125
RPP14	11102
IFNA4	3441
URM1	81605
HLA-G	3135
FREM1	158326
BIRC8	112401
ZNF805	390980
AGBL1	123624
CCDC28B	79140
C7orf25	79020
RBFOX2	23543
SLC25A48	153328
NAT8L	339983
ZNF445	353274
MICA	100507436
