pert_id	TAG	pert_iname	Toxicity
BRD-K45401373	0.4581	betulinic-acid	NO_Toxicity
BRD-K90027355	0.4581	spironolactone	NO_Toxicity
BRD-K70914287	0.4581	BIBX-1382	YES_Toxicity
BRD-K63165456	0.4581	norcyclobenzaprine	YES_Toxicity
BRD-K56343971	0.4581	vemurafenib	NO_Toxicity
BRD-A84045418	0.4581	calpeptin	NO_Toxicity
BRD-K37270826	0.4581	mifepristone	NO_Toxicity
BRD-A51410489	0.4581	yohimbine	YES_Toxicity
BRD-K39569857	0.4552	avrainvillamide-analog-3	YES_Toxicity
BRD-K44276885	0.4542	acarbose	NO_Toxicity
BRD-K99107520	0.4395	felbamate	NO_Toxicity
BRD-K93461745	0.4377	buspirone	YES_Toxicity
BRD-K65261396	0.4228	tacrolimus	YES_Toxicity
BRD-K68264559	0.4228	brimonidine	YES_Toxicity
BRD-K73109821	0.4228	diazoxide	NO_Toxicity
BRD-K68558722	0.4228	deracoxib	NO_Toxicity
BRD-K84955386	0.4228	hyperoside	NO_Toxicity
BRD-A20243730	0.4228	danazol	NO_Toxicity
BRD-A31195449	0.4228	TCB2	NO_Toxicity
BRD-K17016787	0.4228	estriol	NO_Toxicity
BRD-K79254416	0.4228	decitabine	NO_Toxicity
BRD-A98299281	0.4228	hydroxytacrine-maleate-(r,s)	YES_Toxicity
BRD-K75699339	0.4228	rizatriptan	YES_Toxicity
BRD-K83972459	0.4228	JWE-035	NO_Toxicity
BRD-K19507340	0.4219	megestrol	NO_Toxicity
BRD-K11163873	0.3876	phenanthridone	NO_Toxicity
BRD-A53576514	0.3876	orphenadrine	YES_Toxicity
BRD-A43940795	0.3876	tetrahydropalmatine	NO_Toxicity
BRD-A24381660	0.3876	zeranol	NO_Toxicity
BRD-A84189516	0.3876	baccatin-III	YES_Toxicity
BRD-K93034159	0.3876	cladribine	NO_Toxicity
BRD-K28029915	0.3876	dolasetron	NO_Toxicity
BRD-K91315211	0.3524	betahistine	NO_Toxicity
BRD-A66559694	0.3524	naltrexone	NO_Toxicity
BRD-K98143437	0.3524	SB-239063	NO_Toxicity
BRD-A31204924	0.3524	mitotane	NO_Toxicity
BRD-K78633253	0.3524	EXO-1	NO_Toxicity
BRD-K09397065	0.3524	SR-57227A	YES_Toxicity
BRD-K19352500	0.3524	prochlorperazine	NO_Toxicity
BRD-K52080565	0.3524	nandrolone	NO_Toxicity
BRD-K49945136	0.3524	GR-113808	NO_Toxicity
BRD-K16336526	0.3198	capsaicin	YES_Toxicity
BRD-K28178212	0.3171	GW-441756	NO_Toxicity
BRD-K65639003	0.3171	icariin	NO_Toxicity
BRD-A33168282	0.3171	sotalol	NO_Toxicity
BRD-K12102668	0.3171	nialamide	YES_Toxicity
BRD-A90131694	0.3171	alclometasone	NO_Toxicity
BRD-K31611373	0.2819	fluprostenol	NO_Toxicity
BRD-M72442222	0.2819	vicriviroc	NO_Toxicity
BRD-A19661776	0.2819	mianserin	YES_Toxicity
BRD-A63043573	0.2819	cabergoline	YES_Toxicity
BRD-K97764662	0.2819	PD-173074	NO_Toxicity
BRD-K18523449	0.2819	mestanolone	NO_Toxicity
BRD-K18895904	0.2819	olanzapine	YES_Toxicity
BRD-A25234499	0.2819	aminoglutethimide	NO_Toxicity
BRD-K34170797	0.2819	fexaramine	NO_Toxicity
BRD-K71430621	0.2701	clobenpropit	YES_Toxicity
BRD-K41996876	0.2564	tyrphostin-1	NO_Toxicity
BRD-K42635745	0.2467	suloctidil	NO_Toxicity
BRD-K94441233	0.2467	mevastatin	NO_Toxicity
BRD-K00610438	0.2467	altanserin	YES_Toxicity
BRD-A09094913	0.2467	strychnine	YES_Toxicity
BRD-K04877770	0.2467	FTase-inhibitor-B581	NO_Toxicity
BRD-K08806317	0.2467	timolol	NO_Toxicity
BRD-K67578145	0.2467	GDC-0879	NO_Toxicity
BRD-K09602097	0.2305	forskolin	NO_Toxicity
BRD-K57546357	0.2144	prunetin	NO_Toxicity
BRD-K67783091	0.2114	haloperidol	YES_Toxicity
BRD-A10903566	0.2114	imiloxan	NO_Toxicity
BRD-K97181089	0.2114	amiloride	NO_Toxicity
BRD-A50675702	0.2114	fipronil	YES_Toxicity
BRD-K67017579	0.2114	cilostazol	NO_Toxicity
BRD-K73589491	0.2114	nizatidine	YES_Toxicity
BRD-K50417881	0.2114	eticlopride	NO_Toxicity
BRD-K61250553	0.2114	loperamide	YES_Toxicity
BRD-K72703948	0.2114	ZM-447439	NO_Toxicity
BRD-K09635314	0.2114	m-3M3FBS	YES_Toxicity
BRD-K66876909	0.2114	linezolid	NO_Toxicity
BRD-K17378184	0.1762	BP-897	YES_Toxicity
BRD-K89348303	0.1762	ramipril	NO_Toxicity
BRD-K19227686	0.1762	phenolphthalein	NO_Toxicity
BRD-A55416093	0.1762	colforsin	NO_Toxicity
BRD-K06221026	0.1762	DUP-697	NO_Toxicity
BRD-A44133049	0.1762	azasetron	NO_Toxicity
BRD-A93659613	0.1762	GR-89696	NO_Toxicity
BRD-K47105409	0.1762	AG-490	NO_Toxicity
BRD-K67847053	0.1762	guanabenz	YES_Toxicity
BRD-K22031190	0.1762	diflunisal	NO_Toxicity
BRD-K10974103	0.1762	diloxanide	NO_Toxicity
BRD-A90799790	0.1762	isradipine	YES_Toxicity
BRD-A04756508	0.1762	norgestimate	NO_Toxicity
BRD-K88429204	0.1762	pyrimethamine	YES_Toxicity
BRD-A33447119	0.1762	oxfendazole	NO_Toxicity
BRD-A34817987	0.1409	itraconazole	NO_Toxicity
BRD-A07440155	0.1409	labetalol	NO_Toxicity
BRD-A72703248	0.1409	SKF-96365	NO_Toxicity
BRD-K12219985	0.1409	glipizide	NO_Toxicity
BRD-K88304388	0.1409	dextrorphan	YES_Toxicity
BRD-A09467419	0.1409	mebeverine	NO_Toxicity
BRD-A62525898	0.1409	prednisone	NO_Toxicity
BRD-K64245000	0.1409	GW-4064	NO_Toxicity
BRD-K88742110	0.1409	PCI-34051	YES_Toxicity
BRD-A84174393	0.1409	meloxicam	YES_Toxicity
BRD-K49111258	0.1409	prazosin	NO_Toxicity
BRD-A75769826	0.1409	SDM-25N	NO_Toxicity
BRD-K29950728	0.1409	clomifene	NO_Toxicity
BRD-K62959606	0.1409	sphingosine	NO_Toxicity
BRD-A93206962	0.1409	L-755507	NO_Toxicity
BRD-K19136521	0.1352	indirubin-3-monoxime	YES_Toxicity
BRD-A07875874	0.1339	cilnidipine	NO_Toxicity
BRD-K21450440	0.1297	benzthiazide	NO_Toxicity
BRD-K61323504	0.1293	SB-225002	NO_Toxicity
BRD-K85503079	0.1218	perospirone	NO_Toxicity
BRD-A41692738	0.1217	TGX-221	NO_Toxicity
BRD-K09963420	0.1057	saquinavir	NO_Toxicity
BRD-A11678676	0.1057	wortmannin	NO_Toxicity
BRD-A64977602	0.1057	mirtazapine	YES_Toxicity
BRD-K43744935	0.1057	tamoxifen	NO_Toxicity
BRD-K33312228	0.1057	halometasone	NO_Toxicity
BRD-K25224017	0.1057	pirenperone	NO_Toxicity
BRD-A91452556	0.1057	estradiol-cypionate	NO_Toxicity
BRD-K00603606	0.1057	ticlopidine	NO_Toxicity
BRD-K93332168	0.1057	isocarboxazid	YES_Toxicity
BRD-K30240666	0.1057	clemastine	NO_Toxicity
BRD-K79145749	0.1057	dibenzepin	YES_Toxicity
BRD-K48970916	0.1057	danazol	NO_Toxicity
BRD-K97810537	0.1057	beclomethasone-dipropionate	NO_Toxicity
BRD-K92760278	0.1057	riboflavin	NO_Toxicity
BRD-K29359156	0.1057	ebselen	NO_Toxicity
BRD-K77925998	0.0951	quipazine	YES_Toxicity
BRD-K88679075	0.0705	methandriol	NO_Toxicity
BRD-K55127134	0.0705	fluphenazine	YES_Toxicity
BRD-A67552655	0.0705	etomoxir	YES_Toxicity
BRD-K97158071	0.0705	droperidol	NO_Toxicity
BRD-K50135270	0.0705	GBR-12935	NO_Toxicity
BRD-K04046242	0.0705	equilin	NO_Toxicity
BRD-K05977355	0.0705	fluconazole	NO_Toxicity
BRD-K75089421	0.0705	procainamide	NO_Toxicity
BRD-K98530306	0.0705	clonidine	YES_Toxicity
BRD-K17849083	0.0705	tranilast	NO_Toxicity
BRD-K41713976	0.0705	E-4031	YES_Toxicity
BRD-A29734509	0.0705	disopyramide	NO_Toxicity
BRD-A29426959	0.0705	carbinoxamine	YES_Toxicity
BRD-A49172652	0.0705	lansoprazole	NO_Toxicity
BRD-K38436528	0.0705	imipramine	YES_Toxicity
BRD-A51714012	0.0705	venlafaxine	NO_Toxicity
BRD-K25433859	0.0705	maprotiline	NO_Toxicity
BRD-K05104363	0.0638	PD-184352	NO_Toxicity
BRD-K01493881	0.0585	apigenin	NO_Toxicity
BRD-K79404599	0.0547	enzastaurin	NO_Toxicity
BRD-K70358946	0.0352	aripiprazole	NO_Toxicity
BRD-A54880345	0.0352	etomidate	NO_Toxicity
BRD-K90382497	0.0352	GW-843682X	NO_Toxicity
BRD-K28849549	0.0352	mesalazine	NO_Toxicity
BRD-A42759514	0.0352	ornidazole	NO_Toxicity
BRD-K33211335	0.0333	dextromethorphan	YES_Toxicity
BRD-K59332007	0.0313	linopirdine	NO_Toxicity
BRD-A09533288	0.0311	verapamil	YES_Toxicity
BRD-A39172021	0.0311	ampiroxicam	NO_Toxicity
BRD-A00546892	0.0311	biperiden	NO_Toxicity
BRD-K54771420	0.0311	glycocholic-acid	NO_Toxicity
BRD-K01292756	0.0304	pimozide	NO_Toxicity
BRD-A71262238	0.03	nafadotride	NO_Toxicity
BRD-K51662849	0.03	ilomastat	NO_Toxicity
BRD-K60511616	0.0291	pravastatin	NO_Toxicity
BRD-K68143200	0.0288	NSC-95397	YES_Toxicity
BRD-A22380646	0.027000000000000003	pantoprazole	YES_Toxicity
BRD-A77291778	0.0269	cyclopentolate	NO_Toxicity
BRD-A10523515	0.0254	GSK-429286A	NO_Toxicity
BRD-K22134346	0.0252	simvastatin	NO_Toxicity
BRD-K18816859	0.0251	L-694247	NO_Toxicity
BRD-K70301876	0.0242	escitalopram	NO_Toxicity
BRD-A91008255	0.0242	bepridil	NO_Toxicity
BRD-K68867920	0.0241	quetiapine	NO_Toxicity
BRD-K53061490	0.0241	ozagrel	NO_Toxicity
BRD-A80017228	0.0239	bendroflumethiazide	NO_Toxicity
BRD-K92049597	0.0238	triamterene	YES_Toxicity
BRD-K92778217	0.0235	mefenamic-acid	NO_Toxicity
BRD-K37694030	0.0228	doxepin	YES_Toxicity
BRD-K92723993	0.0224	imatinib	YES_Toxicity
BRD-A24514565	0.0218	warfarin	YES_Toxicity
BRD-A36074203	0.0215	remacemide	NO_Toxicity
BRD-K23383398	0.0203	T-0901317	NO_Toxicity
BRD-K66874953	0.0199	pifithrin-alpha	YES_Toxicity
BRD-A26711594	0.0191	nicardipine	YES_Toxicity
BRD-A02006392	0.0189	nitrendipine	NO_Toxicity
BRD-K89997465	0.0175	chlorpromazine	YES_Toxicity
BRD-K88789588	0.0151	letrozole	NO_Toxicity
BRD-K06980535	0.0142	promazine	YES_Toxicity
BRD-A55962179	0.0102	omeprazole	NO_Toxicity
BRD-K51350053	0.0074	toremifene	NO_Toxicity
BRD-K94070024	0.0	depomedrol	NO_Toxicity
BRD-K68174511	0.0	torin-2	YES_Toxicity
BRD-K09549677	0.0	mibefradil	NO_Toxicity
BRD-K40175214	0.0	torin-1	YES_Toxicity
BRD-K91509126	0.0	piceatannol	NO_Toxicity
BRD-K38615104	0.0	A-443644	NO_Toxicity
BRD-K15567136	0.0	papaverine	YES_Toxicity
BRD-A60245366	0.0	AS-601245	NO_Toxicity
BRD-K95435023	0.0	PHA-665752	NO_Toxicity
BRD-K16277217	0.0	piperacetazine	NO_Toxicity
BRD-A75144621	0.0	digoxin	YES_Toxicity
BRD-K44876623	0.0	zolpidem	NO_Toxicity
BRD-K13646352	0.0	midostaurin	NO_Toxicity
BRD-K31792052	0.0	pifithrin	NO_Toxicity
BRD-K54529596	0.0	captopril	NO_Toxicity
BRD-K82216340	0.0	medroxyprogesterone	NO_Toxicity
BRD-K59753975	0.0	vindesine	YES_Toxicity
BRD-K08924299	0.0	palonosetron	YES_Toxicity
BRD-A24543851	0.0	nornicotine	YES_Toxicity
BRD-K27665173	0.0	D-64406	YES_Toxicity
BRD-K22631935	0.0	neurodazine	YES_Toxicity
BRD-K40992116	0.0	parachlorophenol	YES_Toxicity
BRD-K31484631	0.0	rifabutin	NO_Toxicity
BRD-K34441861	0.0	moexipril	NO_Toxicity
BRD-K83144676	0.0	olmesartan	YES_Toxicity
BRD-K88551539	0.0	CAY-10585	NO_Toxicity
BRD-K23369905	0.0	oxiconazole	NO_Toxicity
BRD-A63445921	0.0	nicardipine	YES_Toxicity
BRD-K63915849	0.0	AS-604850	NO_Toxicity
BRD-A70268693	0.0	PG-9	YES_Toxicity
BRD-K53665955	0.0	MK-5108	NO_Toxicity
BRD-K96862998	0.0	pirfenidone	NO_Toxicity
BRD-A51182606	0.0	chloramphenicol	NO_Toxicity
BRD-K15409150	0.0	penfluridol	YES_Toxicity
BRD-A80960055	0.0	celastrol	NO_Toxicity
BRD-A44780397	0.0	mifepristone	NO_Toxicity
BRD-K14880289	0.0	GW-501516	NO_Toxicity
BRD-K67174588	0.0	toremifene	NO_Toxicity
BRD-K57569181	0.0	pentoxifylline	NO_Toxicity
BRD-K42573370	0.0	avrainvillamide-analog-2	NO_Toxicity
BRD-K71731651	0.0	PNU-120596	NO_Toxicity
BRD-K97564742	0.0	mepyramine	YES_Toxicity
BRD-K82865713	0.0	prostaglandin-b2	NO_Toxicity
BRD-K97863768	0.0	prothionamide	NO_Toxicity
BRD-K86873305	0.0	piperacillin	NO_Toxicity
BRD-K28667793	0.0	pyrazinamide	NO_Toxicity
BRD-K90524085	0.0	MY-5445	NO_Toxicity
BRD-A15493168	0.0	tetracycline	NO_Toxicity
BRD-A37052580	0.0	physostigmine	YES_Toxicity
BRD-K68095457	0.0	palmitoylethanolamide	NO_Toxicity
BRD-K44094599	0.0	tacrolimus	YES_Toxicity
BRD-K10177585	0.0	PSB-11	NO_Toxicity
BRD-A27489425	0.0	rolitetracycline	NO_Toxicity
BRD-K51485625	0.0	ritonavir	NO_Toxicity
BRD-A45140972	0.0	meclocycline	NO_Toxicity
BRD-K70490179	0.0	rimcazole	NO_Toxicity
BRD-K55889443	0.0	rifapentine	NO_Toxicity
BRD-K69688083	0.0	mestinon	YES_Toxicity
BRD-A56245458	0.0	reichstein	NO_Toxicity
BRD-A22897758	0.0	pinacidil	NO_Toxicity
BRD-K92984783	0.0	melperone	YES_Toxicity
BRD-A28970875	0.0	puromycin	YES_Toxicity
BRD-A70731303	0.0	avrainvillamide-analog-5	NO_Toxicity
BRD-K50324045	0.0	avrainvillamide-analog-6	NO_Toxicity
BRD-K68488863	0.0	ENMD-2076	NO_Toxicity
BRD-K04010869	0.0	prostaglandin-a1	YES_Toxicity
BRD-K79877282	0.0	PF-543	NO_Toxicity
BRD-A98725278	0.0	methysergide	YES_Toxicity
BRD-K55696337	0.0	topotecan	YES_Toxicity
BRD-K28863208	0.0	PNU-282987	NO_Toxicity
BRD-A84134924	0.0	pancuronium	YES_Toxicity
BRD-K50866992	0.0	tropisetron	YES_Toxicity
BRD-K47598052	0.0	PP-1	NO_Toxicity
BRD-K95785537	0.0	PP-2	YES_Toxicity
BRD-A92630576	0.0	trimebutine	NO_Toxicity
BRD-K16977723	0.0	PP-3	YES_Toxicity
BRD-K00312224	0.0	PPT	YES_Toxicity
BRD-K19277754	0.0	paroxetine	NO_Toxicity
BRD-A61856038	0.0	tremulacin	NO_Toxicity
BRD-K10467831	0.0	tibolone	NO_Toxicity
BRD-K85242180	0.0	beta-CCP	NO_Toxicity
BRD-K60160658	0.0	tiagabine	NO_Toxicity
BRD-K32744045	0.0	disulfiram	YES_Toxicity
BRD-A71816415	0.0	pravastatin	NO_Toxicity
BRD-A31374339	0.0	fludarabine	YES_Toxicity
BRD-K21806131	0.0	tegaserod	NO_Toxicity
BRD-K94649603	0.0	taxifolin	NO_Toxicity
BRD-K13356952	0.0	methazolamide	NO_Toxicity
BRD-A26334849	0.0	propafenone	NO_Toxicity
BRD-K24576554	0.0	AT-9283	YES_Toxicity
BRD-K54416256	0.0	methimazole	NO_Toxicity
BRD-A68589262	0.0	troxipide	NO_Toxicity
BRD-K07736136	0.0	VX-702	NO_Toxicity
BRD-K00206590	0.0	P-1075	YES_Toxicity
BRD-A47633927	0.0	NPC-15199	NO_Toxicity
BRD-A95696820	0.0	acadesine	NO_Toxicity
BRD-K99964838	0.0	bosutinib	NO_Toxicity
BRD-K88625236	0.0	nonoxynol-9	NO_Toxicity
BRD-K99749624	0.0	linifanib	NO_Toxicity
BRD-K93331255	0.0	lypressin	YES_Toxicity
BRD-A39415247	0.0	norethisterone	NO_Toxicity
BRD-A00758722	0.0	noretynodrel	NO_Toxicity
BRD-K04466929	0.0	Merck60	NO_Toxicity
BRD-K46212057	0.0	voriconazole	NO_Toxicity
BRD-K36529613	0.0	PU-H71	YES_Toxicity
BRD-K06750613	0.0	GSK-1059615	YES_Toxicity
BRD-K99451608	0.0	lopinavir	NO_Toxicity
BRD-K98372770	0.0	L-2167	NO_Toxicity
BRD-A87125127	0.0	3-matida	NO_Toxicity
BRD-K06817181	0.0	1,2,3,4,5,6-hexabromocyclohexane	NO_Toxicity
BRD-K15519488	0.0	CS-110266	NO_Toxicity
BRD-K23192422	0.0	lestaurtinib	NO_Toxicity
BRD-K17953061	0.0	staurosporine	NO_Toxicity
BRD-K19687926	0.0	lapatinib	YES_Toxicity
BRD-K78431006	0.0	crizotinib	NO_Toxicity
BRD-K05804044	0.0	AZ-628	NO_Toxicity
BRD-K64800655	0.0	PHA-793887	NO_Toxicity
BRD-K13566078	0.0	BMS-345541	NO_Toxicity
BRD-K31491153	0.0	1-phenylbiguanide	NO_Toxicity
BRD-K13169950	0.0	NSC-3852	YES_Toxicity
BRD-K99545815	0.0	PF-562271	NO_Toxicity
BRD-K86930074	0.0	cediranib	NO_Toxicity
BRD-K74514084	0.0	pazopanib	YES_Toxicity
BRD-K37392901	0.0	NSC-632839	NO_Toxicity
BRD-K66956375	0.0	oleoylethanolamide	NO_Toxicity
BRD-K10916986	0.0	vinorelbine	YES_Toxicity
BRD-K70511574	0.0	HMN-214	NO_Toxicity
BRD-K81783531	0.0	VX-222	NO_Toxicity
BRD-K89014967	0.0	AS-703026	NO_Toxicity
BRD-K84639753	0.0	safinamide	NO_Toxicity
BRD-K91696562	0.0	orantinib	NO_Toxicity
BRD-K99260425	0.0	etodolac	YES_Toxicity
BRD-M16762496	0.0	PIK-75	YES_Toxicity
BRD-A62336480	0.0	niguldipine	NO_Toxicity
BRD-K17306061	0.0	aprepitant	NO_Toxicity
BRD-K83837640	0.0	JNJ-26481585	YES_Toxicity
BRD-K78122587	0.0	NNC-55-0396	NO_Toxicity
BRD-A29731977	0.0	17-hydroxyprogesterone-caproate	NO_Toxicity
BRD-K16485616	0.0	mocetinostat	YES_Toxicity
BRD-K36627727	0.0	tamibarotene	NO_Toxicity
BRD-A14792000	0.0	valsartan	NO_Toxicity
BRD-A14985772	0.0	L-ascorbyl-6-palmitate	NO_Toxicity
BRD-K95901403	0.0	XL-147	NO_Toxicity
BRD-K42221274	0.0	NNC-711	NO_Toxicity
BRD-A20589515	0.0	dihydroxyphenylglycine	NO_Toxicity
BRD-K28428262	0.0	brivanib	NO_Toxicity
BRD-K06753942	0.0	nobiletin	NO_Toxicity
BRD-K02965346	0.0	SU-11274	NO_Toxicity
BRD-A78877355	0.0	nefopam	YES_Toxicity
BRD-K71035033	0.0	masitinib	NO_Toxicity
BRD-K52751261	0.0	TAK-715	NO_Toxicity
BRD-K31268420	0.0	NSC-693868	YES_Toxicity
BRD-K91701654	0.0	U-0126	YES_Toxicity
BRD-K88701661	0.0	dimercaptosuccinic-acid	NO_Toxicity
BRD-K20986251	0.0	lithocholic-acid	NO_Toxicity
BRD-K30743633	0.0	TCPOBOP	NO_Toxicity
BRD-K80334323	0.0	noretynodrel	NO_Toxicity
BRD-K33572481	0.0	taurodeoxycholic-acid	NO_Toxicity
BRD-K68144790	0.0	glycodeoxycholic-acid	NO_Toxicity
BRD-K43164539	0.0	cholic-acid	NO_Toxicity
BRD-A11007541	0.0	BCI-hydrochloride	NO_Toxicity
BRD-K83636919	0.0	entacapone	NO_Toxicity
BRD-K73982490	0.0	BI-78D3	YES_Toxicity
BRD-A51393488	0.0	noscapine	YES_Toxicity
BRD-K18316707	0.0	O-1918	NO_Toxicity
BRD-K40990712	0.0	hexamethyleneamiloride	NO_Toxicity
BRD-K85318537	0.0	OBAA	YES_Toxicity
BRD-K35128472	0.0	2-aminopurine	YES_Toxicity
BRD-A50454580	0.0	PD-0325901	NO_Toxicity
BRD-K57926513	0.0	tyrphostin-AG-1295	NO_Toxicity
BRD-A39522003	0.0	OMDM-2	NO_Toxicity
BRD-A52886023	0.0	antimycin-a	YES_Toxicity
BRD-K54472332	0.0	elvitegravir	NO_Toxicity
BRD-A78377521	0.0	monastrol	NO_Toxicity
BRD-K84937637	0.0	sirolimus	NO_Toxicity
BRD-K61341215	0.0	vecuronium	YES_Toxicity
BRD-K86958018	0.0	olvanil	YES_Toxicity
BRD-A84327315	0.0	calcitriol	YES_Toxicity
BRD-K91145395	0.0	prostratin	YES_Toxicity
BRD-A59808129	0.0	guggulsterone	NO_Toxicity
BRD-K32610195	0.0	androstenedione	NO_Toxicity
BRD-K06024458	0.0	N-arachidonyl-GABA	NO_Toxicity
BRD-K81528515	0.0	nilotinib	YES_Toxicity
BRD-K08115555	0.0	tyrphostin-AG-1288	NO_Toxicity
BRD-A39646320	0.0	HC-toxin	NO_Toxicity
BRD-K47539947	0.0	tetradecylthioacetic-acid	NO_Toxicity
BRD-K26674531	0.0	GR-235	NO_Toxicity
BRD-K56450366	0.0	NSC-94258	NO_Toxicity
BRD-A70461345	0.0	naloxone	NO_Toxicity
BRD-K60690191	0.0	MPEP	NO_Toxicity
BRD-K00184207	0.0	GR-206	NO_Toxicity
BRD-K49685476	0.0	TTNPB	NO_Toxicity
BRD-K98684188	0.0	GSK-0660	NO_Toxicity
BRD-K75181824	0.0	acetyl-geranygeranyl-cysteine	NO_Toxicity
BRD-K79437791	0.0	acetyl-farnesyl-cysteine	NO_Toxicity
BRD-K50720187	0.0	flupirtine	NO_Toxicity
BRD-A82656074	0.0	naltrindole	NO_Toxicity
BRD-K10042277	0.0	desmethylclozapine	YES_Toxicity
BRD-A11706664	0.0	triciribine	YES_Toxicity
BRD-A87719232	0.0	naproxen	YES_Toxicity
BRD-A64228451	0.0	terreic-acid-(-)	NO_Toxicity
BRD-A18497530	0.0	5-iodotubercidin	YES_Toxicity
BRD-K99291625	0.0	SB-203580	NO_Toxicity
BRD-K32710582	0.0	EI-247	YES_Toxicity
BRD-K80725632	0.0	lavendustin-c	NO_Toxicity
BRD-K47943470	0.0	tyrphostin-51	YES_Toxicity
BRD-K76775527	0.0	nimesulide	YES_Toxicity
BRD-K70549064	0.0	staurosporine	NO_Toxicity
BRD-K67977190	0.0	eprosartan	YES_Toxicity
BRD-K53972329	0.0	ruxolitinib	NO_Toxicity
BRD-K26521938	0.0	dinoprostone	NO_Toxicity
BRD-A73605923	0.0	mocimycin	NO_Toxicity
BRD-A19053259	0.0	pseudopelletierine	NO_Toxicity
BRD-K55703048	0.0	latrepirdine	NO_Toxicity
BRD-K59633790	0.0	VU-0420363-1	NO_Toxicity
BRD-K18787491	0.0	U-0126	YES_Toxicity
BRD-K18757346	0.0	U-46619	NO_Toxicity
BRD-K76907295	0.0	VU-0418947-2	YES_Toxicity
BRD-A96897502	0.0	U-74389F	YES_Toxicity
BRD-K46419649	0.0	U0126	YES_Toxicity
BRD-A14574269	0.0	UB-165	YES_Toxicity
BRD-A52172093	0.0	VU-0413807-2	YES_Toxicity
BRD-K30570479	0.0	VU-0400195-3	NO_Toxicity
BRD-K84141129	0.0	VU-0400193-3	YES_Toxicity
BRD-K60923938	0.0	veratridine	YES_Toxicity
BRD-A55594068	0.0	vinblastine	NO_Toxicity
BRD-K72024482	0.0	MRS-1754	NO_Toxicity
BRD-A60414806	0.0	vincristine	NO_Toxicity
BRD-K36153907	0.0	KU-C103885	YES_Toxicity
BRD-A28105619	0.0	cucurbitacin-i	YES_Toxicity
BRD-K40902647	0.0	vincamine	NO_Toxicity
BRD-K08219523	0.0	5-nonyloxytryptamine	NO_Toxicity
BRD-K11717138	0.0	benzbromarone	YES_Toxicity
BRD-K04853698	0.0	LDN-193189	YES_Toxicity
BRD-A62025033	0.0	temsirolimus	NO_Toxicity
BRD-K78084463	0.0	W-12	NO_Toxicity
BRD-A01145011	0.0	zebularine	NO_Toxicity
BRD-A15079084	0.0	phorbol-12-myristate-13-acetate	YES_Toxicity
BRD-K90259198	0.0	W-7	NO_Toxicity
BRD-A77216878	0.0	manumycin-a	NO_Toxicity
BRD-A70449690	0.0	forskolin	NO_Toxicity
BRD-K61314889	0.0	endo-IWR-1	NO_Toxicity
BRD-A20968261	0.0	WAY-213613	NO_Toxicity
BRD-A81795050	0.0	U-18666A	NO_Toxicity
BRD-K02992638	0.0	lamivudine	NO_Toxicity
BRD-K02607075	0.0	tubocurarine	YES_Toxicity
BRD-A83859836	0.0	tropisetron	YES_Toxicity
BRD-K54987996	0.0	CAY-10578	NO_Toxicity
BRD-K87573634	0.0	propylpyrazole	NO_Toxicity
BRD-A15010982	0.0	HU-211	NO_Toxicity
BRD-K32795028	0.0	1-benzylimidazole	NO_Toxicity
BRD-K94176593	0.0	TWS-119	YES_Toxicity
BRD-K60184833	0.0	tyrphostin-AG-99	NO_Toxicity
BRD-K11158509	0.0	tyrphostin-B44	NO_Toxicity
BRD-A98378129	0.0	talniflumate	NO_Toxicity
BRD-A23723433	0.0	paclitaxel	YES_Toxicity
BRD-A87479750	0.0	tenidap	NO_Toxicity
BRD-K90553655	0.0	testosterone	NO_Toxicity
BRD-K74761218	0.0	WT-171	YES_Toxicity
BRD-A85424553	0.0	thioperamide	NO_Toxicity
BRD-K65910366	0.0	KU-C103904N	NO_Toxicity
BRD-K64835161	0.0	ML-167	YES_Toxicity
BRD-K64606589	0.0	apicidin	NO_Toxicity
BRD-K47278471	0.0	diphenhydramine	YES_Toxicity
BRD-K34508425	0.0	KU-C103898N	NO_Toxicity
BRD-K29113274	0.0	ketoconazole	YES_Toxicity
BRD-K19533706	0.0	tranilast	NO_Toxicity
BRD-K13810148	0.0	givinostat	NO_Toxicity
BRD-A71009679	0.0	KU-C103420N	NO_Toxicity
BRD-K22878149	0.0	SB-205607	NO_Toxicity
BRD-K28346421	0.0	rifapentine	NO_Toxicity
BRD-K87024524	0.0	phenelzine	YES_Toxicity
BRD-K28115081	0.0	apafant	NO_Toxicity
BRD-K26669427	0.0	WR-216174	YES_Toxicity
BRD-K36007650	0.0	puromycin	YES_Toxicity
BRD-K17705806	0.0	JTC-801	NO_Toxicity
BRD-K08996725	0.0	zolantidine	NO_Toxicity
BRD-K28761384	0.0	zuclopenthixol	NO_Toxicity
BRD-M86331534	0.0	pyrvinium-pamoate	YES_Toxicity
BRD-K28296557	0.0	AKT-inhibitor-IV	NO_Toxicity
BRD-K61829047	0.0	7b-cis	NO_Toxicity
BRD-K99696746	0.0	fatostatin	NO_Toxicity
BRD-K93095519	0.0	SJ-172550	NO_Toxicity
BRD-K63606607	0.0	bufalin	YES_Toxicity
BRD-K92301463	0.0	16,16-dimethylprostaglandin-e2	NO_Toxicity
BRD-K28907958	0.0	CD-437	NO_Toxicity
BRD-K17140735	0.0	SCH-79797	YES_Toxicity
BRD-A62809825	0.0	thapsigargin	YES_Toxicity
BRD-A56359832	0.0	zileuton	YES_Toxicity
